"manufacturer","model","category","modes_json","weight_kg","dimensions_length_mm","dimensions_width_mm","dimensions_height_mm","brightness_value","brightness_unit","power_voltage_range","power_avg_w","power_max_w","power_avg_a","power_max_a","connectivity_data_in","connectivity_data_out","connectivity_power_in","connectivity_power_out","sources_json","notes"
"Martin","MAC Axiom Hybrid","Hybrid","[{""name"":""Standard"",""channels"":23}]",24.8,414,630,399,16000,"lm","","",600,"","","DMX 5-pin","","PowerCON TRUE1","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACAxiomHybrid_EN_D.pdf""}]",""
"Martin","MAC Encore Performance","Wash","[{""name"":""CLD"",""channels"":38},{""name"":""WRM"",""channels"":38}]",31,480,740,452,"","","","",585,"","","DMX 5-pin","","PowerCON TRUE1","","[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mac-encore-performance-cld""},{""type"":""manual"",""ref"":""https://adn.harmanpro.com/site_elements/executables/7477_1526701894/UM_MACEncorePerformance_EN_A_original.pdf""}]",""
"Martin","MAC Viper AirFX","Wash","[{""name"":""Basic"",""channels"":20},{""name"":""Extended"",""channels"":33}]",35.7,473,749,566,35000,"lm","","",1225,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACViperAirFX_EN_B.pdf""}]",""
"Martin","MAC Viper Performance","Wash","[{""name"":""Basic 16-bit"",""channels"":32},{""name"":""Extended 16-bit"",""channels"":40}]",37.9,472,748,566,26000,"lm","","",1225,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/35000275c%20UM_MACViperPerf_EN_C.pdf""}]",""
"Martin","MAC Viper Wash (DX)","Wash","[{""name"":""Basic"",""channels"":18},{""name"":""Extended"",""channels"":24}]",33,473,749,566,33000,"lm","","",1225,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_MACViperWash_EN_B.pdf""}]",""
"Martin","Magnum 2500 HZ","Spot","[{""name"":""Standard"",""channels"":1}]",15.7,285,286,455,"","","","",920,"","","DMX 3-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_Magnum2500Hz_EN_F.pdf""}]",""
"Martin","Mania SCX500","Wash","[{""name"":""6-channel"",""channels"":6},{""name"":""8-channel"",""channels"":8}]",6.7,445,178,204,"","","","",164,"","","DMX 3-pin","","IEC","","[{""type"":""datasheet"",""ref"":""https://www.martin.com/en-US/products/mania-scx500""},{""type"":""manual"",""ref"":""https://www.manualslib.com/manual/786449/Martin-Mania-Scx500.html""}]",""
"Martin","MX-10 Extreme","Wash","[{""name"":""13-channel"",""channels"":13}]",22,340,315,735,3757,"lm","","",360,"","","DMX 3-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.martin.com/en/products/mx-10-extreme""},{""type"":""manual"",""ref"":""https://www.martin.com/en/site_elements/user-manual-a456d8e8-ed18-4ca8-8c6e-be905dc53b83""}]",""
"Martin","RoboScan 812","Wash","[{""name"":""5-channel tracking"",""channels"":5},{""name"":""7-channel vector"",""channels"":7}]",9.4,190,165,436,"","","","",170,"","","DMX 3-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.martin.com/files/files/productdocuments/11_MANUALS/999/UM_RoboScan812_EN_C.PDF""}]",""
"Robe","ColorSpot 2500E AT","Spot","[{""name"":""24-channel 1"",""channels"":24},{""name"":""32-channel"",""channels"":32},{""name"":""24-channel 2"",""channels"":24}]",42.5,536,638,678,"","","","",1760,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/colorspot-2500e-at""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_ColorSpot_2500E_AT.pdf""}]",""
"Robe","DJ Scan 250 XT","Wash","[{""name"":""6-channel"",""channels"":6}]",9.5,308,163,483,"","","","",500,"","","DMX 3-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/scan-250-xt""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User%20manual%20DJ%20Scan%20250%20XT.pdf""}]",""
"Robe","Robin 300E Wash","Wash","[{""name"":""1st"",""channels"":20},{""name"":""2nd"",""channels"":17},{""name"":""3rd"",""channels"":15}]",20,432.6,516.2,409.2,23000,"lm","","",440,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/robin-300e-wash""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_300E_Wash.pdf""}]",""
"Robe","Robin 600E Spot","Spot","[{""name"":""32-channel"",""channels"":32},{""name"":""25-channel"",""channels"":25},{""name"":""23-channel"",""channels"":23}]",21.7,432.6,515.8,469.1,37000,"lm","","",750,"","","DMX 3-pin; DMX 5-pin","","Hardwired","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/robin-600e-spot""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_600E_Spot.pdf""}]",""
"Robe","Robin LEDBeam 100","Beam","[{""name"":""RGBW Pixel"",""channels"":35},{""name"":""CMY Pixel"",""channels"":35},{""name"":""Single 16bit RGBW Color"",""channels"":19},{""name"":""Single 16bit CMY Color"",""channels"":19},{""name"":""Single 8bit RGBW Color"",""channels"":14},{""name"":""Single 8bit CMY Color"",""channels"":14},{""name"":""Virtual Color Wheel"",""channels"":9},{""name"":""Reordered RGBW Pixel"",""channels"":35},{""name"":""Reordered CMY Pixel"",""channels"":35},{""name"":""LEDWash 300 RGBW"",""channels"":37},{""name"":""LEDWash 300 CMY"",""channels"":37}]",4.5,233,314,149,5960,"lm","","",200,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/ledbeam-100""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_100_LEDBeam.pdf""}]",""
"Robe","Robin LEDBeam 150","Beam","[{""name"":""1 – Standard 16bit RGBW"",""channels"":22},{""name"":""2 – Reduced 8bit RGBW"",""channels"":15},{""name"":""1 – Standard 16bit CMY"",""channels"":22},{""name"":""2 – Reduced 8bit CMY"",""channels"":16}]",5.7,244,329,190.3,1380,"lm","","",220,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/ledbeam-150""},{""type"":""manual"",""ref"":""https://www.robe.cz/res/downloads/user_manuals/User_manual_Robin_LEDBeam_150_FW_Robin_LEDBeam_150_FWQ.pdf""}]",""
"Robe","Robin LEDWash 600","Wash","[{""name"":""1st"",""channels"":14},{""name"":""2nd"",""channels"":21},{""name"":""3rd"",""channels"":15},{""name"":""4th"",""channels"":10},{""name"":""5th"",""channels"":14},{""name"":""6th"",""channels"":13}]",10.6,343,444,203,4820,"lm","","","","","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/ledwash-600""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_600_LEDWash.pdf""}]",""
"Robe","Robin ParFect 150","Wash","[{""name"":""Standard 16bit"",""channels"":17},{""name"":""Reduced 8bit"",""channels"":11}]",5,240,192,498,"","","","",220,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/parfect-150-rgbw""},{""type"":""manual"",""ref"":""https://www.robe.cz/res/downloads/user_manuals/User_manual_Robin_Parfect_150_150Q_150_FW_150_FWQ.pdf""}]",""
"Robe","Robin T1 Profile","Profile","[{""name"":""CMY"",""channels"":49},{""name"":""RGB"",""channels"":49},{""name"":""Reduced CMY"",""channels"":33},{""name"":""Reduced RGB"",""channels"":33},{""name"":""RGBA + Light Green"",""channels"":53}]",24.3,726,400,258,12600,"lm","","",440,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/t1-profile""},{""type"":""manual"",""ref"":""https://www.robe.cz/en/pdfs/product/654""}]",""
"Robe","ROBIN Viva CMY","Wash","[{""name"":""Standard 16 bit"",""channels"":32},{""name"":""Reduced 8 bit"",""channels"":26}]",19,380,675,250,"","","","",500,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.robe.cz/viva-cmy""},{""type"":""manual"",""ref"":""https://www.robe.cz/api/support-files/download/downloads/user_manuals/User_manual_Robin_Viva_CMY.pdf""}]",""
"Robe","Spot 160 XT","Spot","[{""name"":""1st"",""channels"":9},{""name"":""2nd"",""channels"":9},{""name"":""3rd"",""channels"":7},{""name"":""4th"",""channels"":6}]",10.5,292,415,378,14000,"lm","","",300,"","","DMX 3-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.aesono.fr/manuel/Robe-Spot-160XT.pdf""}]",""
"Clay Paky","A.leda B-EYE K10","Wash","[{""name"":""Standard"",""channels"":21},{""name"":""Shapes"",""channels"":35},{""name"":""Pixel RGB"",""channels"":1},{""name"":""Pixel RGBW"",""channels"":1}]",15,358,494,253,9800,"lm","","",450,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.claypaky.it/products/a-leda-b-eye-k10/""},{""type"":""manual"",""ref"":""https://e-assist.tech/servlet/checkDocumentsFile?Id=729""}]",""
"Clay Paky","A.leda B-EYE K20","Wash","[{""name"":""Standard"",""channels"":21},{""name"":""Shapes"",""channels"":35},{""name"":""Pixel RGB"",""channels"":1},{""name"":""Pixel RGBW"",""channels"":1}]",21,395,476,330,9800,"lm","","",555,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.claypaky.it/products/a-leda-b-eye-k20/""},{""type"":""manual"",""ref"":""https://e-assist.tech/servlet/checkDocumentsFile?Id=729""}]",""
"Clay Paky","Alpha Spot QWO 800","Spot","[{""name"":""Standard 32-channel"",""channels"":32},{""name"":""Vector 36-channel"",""channels"":36}]",30,385,405,650,54500,"lm","","",1200,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.claypaky.it/media/documents/HR_AlphaSpotQWO800_and_ST_Manual_04.2016_EN.pdf""}]",""
"Clay Paky","Sharpy","Wash","[{""name"":""Standard"",""channels"":16},{""name"":""Vector"",""channels"":20}]",19,405,450,330,7950,"lm","","",200,"","","DMX 3-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.claypaky.it/products/sharpy/""},{""type"":""manual"",""ref"":""https://e-assist.tech/servlet/checkDocumentsFile?Id=284""}]",""
"Clay Paky","Show-Batten 100","Batten","[{""name"":""Basic Engine"",""channels"":18},{""name"":""Pixel Engine RGB"",""channels"":19},{""name"":""Pixel Engine RGBW"",""channels"":19}]",10,1000,100,186,6800,"lm","","",170,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.claypaky.it/en/products/showbatten100""},{""type"":""manual"",""ref"":""https://www.claypaky.it/media/documents/HR_ShowBatten100_Manual_05.2016_EN.pdf""}]",""
"Clay Paky","Spheriscan","Wash","[{""name"":""Standard"",""channels"":29},{""name"":""Vector"",""channels"":33}]",31.5,497,886,282,120000,"lm","","",1600,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""""},{""type"":""manual"",""ref"":""https://www.claypaky.it/media/documents/Spheriscan-Spherilight_Manual_04.2017_EN.pdf""}]",""
"Chauvet Professional","COLORado 1 Solo","Wash","[{""name"":""Std. Y"",""channels"":17},{""name"":""TR16"",""channels"":17},{""name"":""TOUR"",""channels"":12},{""name"":""SSP"",""channels"":9},{""name"":""HSIC"",""channels"":9}]",5.4,242,176,346,780,"lm","","",65,"","","DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.chauvetprofessional.com/products/colorado-1-solo/""},{""type"":""manual"",""ref"":""https://www.chauvetprofessional.com/wp-content/uploads//2018/01/COLORado_1_Solo_UM_Rev8.pdf""}]",""
"Chauvet Professional","COLORdash Batten-Quad 6","Batten","[{""name"":""4-channel"",""channels"":4},{""name"":""6-channel"",""channels"":6},{""name"":""10-channel"",""channels"":10},{""name"":""24-channel"",""channels"":1},{""name"":""28-channel"",""channels"":5}]",2.3,494.5,82,154,674,"lm","","",96,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.chauvetprofessional.com/products/colordash-batten-quad-6/""},{""type"":""manual"",""ref"":""https://www.chauvetprofessional.com/wp-content/uploads/2015/07/COLORDash_Batten-Quad_6_UM_Rev7_WO.pdf""}]",""
"Chauvet Professional","COLORdash S-Par 1","Wash","[{""name"":""4-channel"",""channels"":4},{""name"":""6-channel"",""channels"":6},{""name"":""11-channel"",""channels"":11}]",6.5,231,169,313,"","","","",65,"","","DMX 5-pin","","PowerCON TRUE1","PowerCON TRUE1","[{""type"":""datasheet"",""ref"":""https://www.chauvetprofessional.com/products/colordash-s-par-1/""},{""type"":""manual"",""ref"":""https://www.chauvetprofessional.com/wp-content/uploads/2015/07/COLORdash_S-Par_1_UM_Rev1_WO1.pdf""}]",""
"Chauvet Professional","Ovation F-915VW","Strobe","[{""name"":""18-channel"",""channels"":18},{""name"":""16-channel"",""channels"":16},{""name"":""13-channel"",""channels"":13},{""name"":""9-channel"",""channels"":9},{""name"":""7-channel"",""channels"":7},{""name"":""6-channel"",""channels"":6},{""name"":""4-channel"",""channels"":4}]",8.5,320,275,569.44,6792,"lm","","",223,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.chauvetprofessional.com/products/ovation-f-915vw/""},{""type"":""manual"",""ref"":""https://www.chauvetprofessional.com/wp-content/uploads/2017/11/Ovation_F-915VW_UM_Rev1_WO.pdf""}]",""
"Chauvet Professional","Rogue R1 Wash","Wash","[{""name"":""21-channel"",""channels"":21},{""name"":""19-channel"",""channels"":19},{""name"":""15-channel"",""channels"":15},{""name"":""14-channel"",""channels"":14}]",5.9,265,354,187,2300,"lm","","",161,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.chauvetprofessional.com/products/rogue-r1-wash/""},{""type"":""manual"",""ref"":""https://www.chauvetprofessional.com/wp-content/uploads/2015/06/ROGUE_R1_Wash_UM_Rev2_WO1.pdf""}]",""
"Chauvet Professional","Rogue R2 Wash","Wash","[{""name"":""56-channel"",""channels"":17},{""name"":""54-channel"",""channels"":15},{""name"":""54-channel MS"",""channels"":15},{""name"":""33-channel"",""channels"":14},{""name"":""33-channel MS"",""channels"":14},{""name"":""22-channel"",""channels"":22},{""name"":""17-channel"",""channels"":17},{""name"":""15-channel"",""channels"":15}]",9.25,306,398,218,8500,"lm","","",339,"","","DMX 3-pin; DMX 5-pin","","","","[{""type"":""datasheet"",""ref"":""https://www.chauvetprofessional.com/products/rogue-r2-wash/""},{""type"":""manual"",""ref"":""https://www.chauvetprofessional.com/wp-content/uploads/2015/06/ROGUE_R2_Wash_UM_Rev4_WO2.pdf""}]",""
